"datetime","pm25_2","pm25","DEWP","TEMP","PRES","cbwd","Iws","Is","Ir","aqi_category","aqi_category2"
"1/17/2014 6:00",112,111.6409149,-10,-3,1031,"SE",34.43,0,0,3,"3"
"1/17/2014 7:00",59,58.80299759,-10,-3,1032,"cv",0.89,1,0,2,"2"
"1/17/2014 8:00",31,30.21463966,-10,-3,1032,"SE",1.79,0,0,1,"1"
"1/17/2014 9:00",99,98.28966522,-10,-3,1033,"SE",3.58,0,0,3,"3"
"1/17/2014 10:00",92,91.42295074,-10,-2,1033,"SE",5.37,0,0,3,"3"
"1/17/2014 11:00",75,74.6149826,-9,0,1033,"cv",0.89,0,0,2,"2"
"1/17/2014 12:00",120,119.5446701,-10,1,1032,"SE",1.79,0,0,3,"3"
"1/17/2014 13:00",87,86.70658112,-11,3,1031,"cv",0.89,0,0,3,"3"
"1/17/2014 14:00",62,61.86652374,-13,5,1030,"cv",2.68,0,0,2,"2"
"1/17/2014 15:00",25,24.25569725,-21,5,1030,"NW",7.15,0,0,1,"1"
"1/17/2014 16:00",2,1.708308816,-21,5,1030,"NW",14.3,0,0,1,"1"
"1/17/2014 17:00",26,-9.363814354,-22,4,1030,"NW",21.45,0,0,1,"1"
"1/17/2014 18:00",20,-15.06447411,-23,4,1031,"NW",28.6,0,0,1,"1"
"1/17/2014 19:00",122,121.8608932,-22,3,1031,"NW",32.62,0,0,3,"3"
"1/17/2014 20:00",217,216.3102875,-22,3,1031,"NW",36.64,0,0,4,"4"
"1/17/2014 21:00",276,275.0441284,-22,3,1032,"NW",40.66,0,0,4,"4"
"1/17/2014 22:00",352,351.3030701,-18,-1,1032,"NW",44.68,0,0,4,"4"
"1/17/2014 23:00",361,360.0452576,-23,3,1032,"NW",49.6,0,0,4,"4"
"1/18/2014 0:00",286,285.6877441,-22,1,1032,"NW",54.52,0,0,4,"4"
"1/18/2014 1:00",95,94.49378204,-20,-2,1032,"NW",57.65,0,0,3,"3"
"1/18/2014 2:00",30,-5.830784798,-21,2,1033,"NW",63.46,0,0,1,"1"
"1/18/2014 3:00",21,20.64808655,-17,-1,1033,"NW",68.38,0,0,1,"1"
"1/18/2014 4:00",38,37.45652008,-17,-4,1033,"NW",73.3,0,0,2,"2"
"1/18/2014 5:00",9,8.185204506,-16,-5,1033,"NE",1.79,0,0,1,"1"
"1/18/2014 6:00",66,65.35423279,-16,-8,1033,"NE",3.58,0,0,2,"2"
"1/18/2014 7:00",30,-5.146439552,-17,-6,1034,"NE",6.71,0,0,1,"1"
"1/18/2014 8:00",23,22.60467339,-16,-5,1034,"NW",3.13,0,0,1,"1"
"1/18/2014 9:00",47,46.59046555,-15,-1,1035,"NW",6.26,0,0,2,"2"
"1/18/2014 10:00",15,14.02848339,-19,3,1035,"NW",9.39,0,0,1,"1"
"1/18/2014 11:00",48,47.97306824,-20,4,1035,"NE",4.02,0,0,2,"2"
"1/18/2014 12:00",42,41.58297729,-20,5,1034,"cv",0.89,0,0,2,"2"
"1/18/2014 13:00",46,45.78016663,-21,6,1033,"cv",2.68,0,0,2,"2"
"1/18/2014 14:00",51,50.09329987,-20,6,1032,"SE",3.13,0,0,2,"2"
"1/18/2014 15:00",149,148.7801514,-19,6,1032,"SE",7.15,0,0,3,"3"
"1/18/2014 16:00",121,120.3727417,-18,5,1031,"SE",12.07,0,0,3,"3"
"1/18/2014 17:00",116,115.333519,-18,3,1031,"SE",16.09,0,0,3,"3"
"1/18/2014 18:00",63,62.70599747,-19,3,1032,"SE",17.88,0,0,2,"2"
"1/18/2014 19:00",146,145.7989655,-16,1,1032,"cv",0.89,0,0,3,"3"
"1/18/2014 20:00",116,115.2327652,-15,1,1031,"SE",1.79,0,0,3,"3"
"1/18/2014 21:00",92,91.5542984,-14,1,1031,"SE",5.81,0,0,3,"3"
"1/18/2014 22:00",168,167.4555664,-12,-2,1032,"SE",7.6,0,0,4,"4"
"1/18/2014 23:00",157,156.4915619,-11,-2,1031,"SE",11.62,0,0,4,"4"
"1/19/2014 0:00",196,195.8036499,-9,-2,1030,"SE",15.64,0,0,4,"4"
"1/19/2014 1:00",192,191.7103119,-8,-2,1030,"SE",19.66,0,0,4,"4"
"1/19/2014 2:00",168,167.805481,-8,-2,1030,"SE",21.45,0,0,4,"4"
"1/19/2014 3:00",161,160.7658386,-8,-2,1028,"SE",24.58,0,0,4,"4"
"1/19/2014 4:00",127,126.8652039,-7,-2,1027,"cv",0.89,0,0,3,"3"
"1/19/2014 5:00",115,114.3785172,-7,-3,1027,"cv",1.78,0,0,3,"3"
"1/19/2014 6:00",116,115.586998,-7,-3,1026,"SE",1.79,0,0,3,"3"
"1/19/2014 7:00",113,112.1598892,-7,-2,1026,"cv",0.89,0,0,3,"3"
"1/19/2014 8:00",131,130.6454773,-7,-3,1025,"cv",1.78,0,0,3,"3"
"1/19/2014 9:00",146,145.111496,-7,-2,1026,"cv",2.67,0,0,3,"3"
"1/19/2014 10:00",131,130.8414001,-6,-2,1026,"NW",1.79,0,0,3,"3"
"1/19/2014 11:00",177,176.9302673,-6,-1,1025,"NW",3.58,0,0,4,"4"
"1/19/2014 12:00",129,128.2150574,-7,1,1023,"cv",0.89,0,0,3,"3"
"1/19/2014 13:00",181,180.2386322,-8,2,1021,"cv",2.68,0,0,4,"4"
"1/19/2014 14:00",184,183.4082184,-9,3,1020,"SE",1.79,0,0,4,"4"
"1/19/2014 15:00",173,172.4704132,-9,3,1020,"SE",4.92,0,0,4,"4"
"1/19/2014 16:00",215,214.2409058,-9,3,1020,"SE",6.71,0,0,4,"4"
"1/19/2014 17:00",203,202.650116,-9,1,1021,"SE",8.5,0,0,4,"4"
"1/19/2014 18:00",212,211.6062775,-9,1,1022,"cv",0.89,0,0,4,"4"
"1/19/2014 19:00",144,143.8418427,-21,5,1023,"NW",12.07,0,0,3,"3"
"1/19/2014 20:00",43,42.76829529,-21,3,1024,"NW",21.9,0,0,2,"2"
"1/19/2014 21:00",25,24.80053711,-21,2,1025,"NW",29.95,0,0,1,"1"
"1/19/2014 22:00",22,-13.40236664,-22,2,1026,"NW",38.89,0,0,1,"1"
"1/19/2014 23:00",35,34.25654221,-21,1,1025,"NW",46.04,0,0,1,"1"
"1/20/2014 0:00",39,38.15763092,-19,-1,1025,"NW",50.06,0,0,2,"2"
"1/20/2014 1:00",26,25.88206673,-20,0,1026,"NW",59.89,0,0,1,"1"
"1/20/2014 2:00",20,19.48795128,-21,-1,1027,"NW",69.72,0,0,1,"1"
"1/20/2014 3:00",11,10.99209213,-23,-1,1027,"NW",84.92,0,0,1,"1"
"1/20/2014 4:00",20,19.34671974,-22,-2,1027,"NW",97.88,0,0,1,"1"
"1/20/2014 5:00",30,29.74184418,-21,-2,1028,"NW",109.06,0,0,1,"1"
"1/20/2014 6:00",25,-10.13143539,-21,-3,1028,"NW",114.87,0,0,1,"1"
"1/20/2014 7:00",2,1.719471693,-21,-2,1028,"NW",123.81,0,0,1,"1"
"1/20/2014 8:00",32,-3.636120319,-21,-2,1029,"NW",135.88,0,0,1,"1"
"1/20/2014 9:00",17,16.06317902,-21,-1,1029,"NW",147.06,0,0,1,"1"
"1/20/2014 10:00",16,15.14131069,-23,0,1030,"NW",159.13,0,0,1,"1"
"1/20/2014 11:00",21,-14.64842415,-24,1,1030,"NW",171.2,0,0,1,"1"
"1/20/2014 12:00",1,0.033857822,-25,2,1030,"NW",183.27,0,0,1,"1"
"1/20/2014 13:00",11,-24.36306,-24,3,1029,"NW",194.45,0,0,1,"1"
"1/20/2014 14:00",13,12.0716095,-24,4,1029,"NW",207.41,0,0,1,"1"
"1/20/2014 15:00",14,13.15447807,-25,3,1029,"NW",219.48,0,0,1,"1"
"1/20/2014 16:00",28,-7.278964996,-24,3,1030,"NW",230.66,0,0,1,"1"
"1/20/2014 17:00",34,33.03486252,-24,2,1030,"NW",240.49,0,0,1,"1"
"1/20/2014 18:00",14,13.52215862,-24,1,1032,"NW",250.32,0,0,1,"1"
"1/20/2014 19:00",24,23.32703781,-23,0,1032,"NW",258.37,0,0,1,"1"
"1/20/2014 20:00",51,50.08455658,-20,0,1033,"NW",265.52,0,0,2,"2"
"1/20/2014 21:00",42,41.90710831,-20,-1,1034,"NW",272.67,0,0,2,"2"
"1/20/2014 22:00",31,30.72040939,-20,-1,1034,"NW",277.59,0,0,1,"1"
"1/20/2014 23:00",28,27.63903046,-20,-1,1034,"NW",284.74,0,0,1,"1"
"1/21/2014 0:00",30,29.64393616,-20,-2,1034,"NW",291.89,0,0,1,"1"
"1/21/2014 1:00",26,25.7701416,-20,-3,1034,"NW",297.7,0,0,1,"1"
"1/21/2014 2:00",5,4.760680676,-22,-2,1034,"NW",306.64,0,0,1,"1"
"1/21/2014 3:00",25,24.65213966,-22,-6,1035,"NW",310.66,0,0,1,"1"
"1/21/2014 4:00",23,22.56318474,-22,-4,1035,"NW",315.58,0,0,1,"1"
"1/21/2014 5:00",24,23.48326874,-22,-6,1035,"NW",318.71,0,0,1,"1"
"1/21/2014 6:00",38,37.70321274,-21,-5,1035,"NW",323.63,0,0,2,"2"
"1/21/2014 7:00",10,9.666753769,-22,-5,1035,"NW",328.55,0,0,1,"1"
"1/21/2014 8:00",50,49.80872726,-21,-5,1035,"NE",3.13,0,0,2,"2"
"1/21/2014 9:00",60,59.17643738,-20,-3,1035,"NE",6.26,0,0,2,"2"
"1/21/2014 10:00",60,59.06509781,-21,-1,1035,"NW",3.13,0,0,2,"2"
"1/21/2014 11:00",25,24.74489212,-23,2,1035,"NW",6.26,0,0,1,"1"
"1/21/2014 12:00",26,25.02953529,-24,2,1033,"cv",0.89,0,0,1,"1"
"1/21/2014 13:00",29,28.59340668,-24,4,1032,"NW",1.79,0,0,1,"1"
"1/21/2014 14:00",35,-0.00105834,-25,4,1030,"cv",3.13,0,0,1,"1"
"1/21/2014 15:00",23,22.33982849,-24,4,1030,"SE",4.02,0,0,1,"1"
"1/21/2014 16:00",26,25.89881134,-24,3,1029,"SE",8.94,0,0,1,"1"
"1/21/2014 17:00",77,76.14532471,-23,3,1029,"SE",12.96,0,0,3,"3"
"1/21/2014 18:00",56,55.77941513,-24,1,1029,"SE",16.09,0,0,2,"2"
"1/21/2014 19:00",72,71.46178436,-23,1,1029,"SE",19.22,0,0,2,"2"
"1/21/2014 20:00",86,85.4648819,-20,-1,1028,"SE",21.01,0,0,3,"3"
"1/21/2014 21:00",107,106.0523224,-19,-1,1028,"SE",22.8,0,0,3,"3"
"1/21/2014 22:00",149,148.5681915,-18,-4,1028,"cv",0.89,0,0,3,"3"
"1/21/2014 23:00",98,97.13816833,-18,-5,1027,"NE",0.89,0,0,3,"3"
"1/22/2014 0:00",124,123.6873016,-18,-6,1027,"SE",1.79,0,0,3,"3"
"1/22/2014 1:00",120,119.1526947,-19,-6,1026,"NE",0.89,0,0,3,"3"
"1/22/2014 2:00",144,143.894043,-18,-8,1026,"NW",0.89,0,0,3,"3"
"1/22/2014 3:00",156,155.907486,-18,-8,1026,"NW",2.68,0,0,4,"4"
"1/22/2014 4:00",179,178.4237061,-18,-9,1025,"NW",4.47,0,0,4,"4"
"1/22/2014 5:00",173,172.9243469,-18,-9,1025,"NW",6.26,0,0,4,"4"
"1/22/2014 6:00",162,161.4507751,-17,-9,1025,"NW",8.05,0,0,4,"4"
"1/22/2014 7:00",117,116.5753021,-19,-10,1025,"NW",11.18,0,0,3,"3"
"1/22/2014 8:00",83,82.88144684,-18,-9,1025,"NW",14.31,0,0,3,"3"
"1/22/2014 9:00",125,124.4072876,-16,-5,1025,"cv",0.89,0,0,3,"3"
"1/22/2014 10:00",107,106.5213699,-18,-2,1025,"NW",3.13,0,0,3,"3"
"1/22/2014 11:00",101,100.3503113,-20,0,1025,"NW",4.92,0,0,3,"3"
"1/22/2014 12:00",112,111.4080429,-20,2,1024,"cv",0.89,0,0,3,"3"
"1/22/2014 13:00",111,110.8870621,-20,3,1023,"SE",1.79,0,0,3,"3"
"1/22/2014 14:00",124,123.1818771,-21,5,1021,"cv",0.89,0,0,3,"3"
"1/22/2014 15:00",104,103.8085861,-22,5,1021,"cv",1.78,0,0,3,"3"
"1/22/2014 16:00",125,124.6014786,-21,5,1021,"SE",1.79,0,0,3,"3"
"1/22/2014 17:00",135,134.790863,-21,4,1021,"cv",0.89,0,0,3,"3"
"1/22/2014 18:00",173,172.4337463,-20,1,1021,"cv",1.78,0,0,4,"4"
"1/22/2014 19:00",215,214.1099701,-16,-2,1021,"SE",0.89,0,0,4,"4"
"1/22/2014 20:00",220,219.8815918,-16,-2,1022,"SE",1.78,0,0,4,"4"
"1/22/2014 21:00",226,225.3023834,-16,-4,1022,"SE",3.57,0,0,4,"4"
"1/22/2014 22:00",219,218.8452301,-17,-5,1022,"NE",1.79,0,0,4,"4"
"1/22/2014 23:00",229,228.7274323,-15,-5,1022,"SE",1.79,0,0,4,"4"
"1/23/2014 0:00",239,238.0926361,-16,-3,1021,"SE",3.58,0,0,4,"4"
"1/23/2014 1:00",286,285.9269409,-16,-6,1021,"NW",1.79,0,0,4,"4"
"1/23/2014 2:00",316,315.2900696,-15,-7,1020,"cv",0.45,0,0,4,"4"
"1/23/2014 3:00",312,311.194458,-15,-7,1020,"cv",0.9,0,0,4,"4"
"1/23/2014 4:00",332,331.3995361,-15,-7,1020,"NW",0.89,0,0,4,"4"
"1/23/2014 5:00",338,337.5551758,-16,-8,1019,"cv",0.45,0,0,4,"4"
"1/23/2014 6:00",293,292.1977844,-15,-8,1018,"NW",0.89,0,0,4,"4"
"1/23/2014 7:00",250,249.665451,-16,-8,1018,"NW",2.68,0,0,4,"4"
"1/23/2014 8:00",221,220.5531158,-15,-6,1018,"NW",4.47,0,0,4,"4"
"1/23/2014 9:00",215,214.7809906,-13,-5,1018,"cv",0.89,0,0,4,"4"
"1/23/2014 10:00",217,216.3910675,-14,-2,1017,"cv",1.34,0,0,4,"4"
"1/23/2014 11:00",200,199.2890778,-16,0,1018,"NW",1.79,0,0,4,"4"
"1/23/2014 12:00",282,281.1434937,-15,2,1016,"cv",0.89,0,0,4,"4"
"1/23/2014 13:00",227,226.1523895,-15,2,1015,"NE",1.79,0,0,4,"4"
"1/23/2014 14:00",212,211.7026367,-14,2,1014,"cv",0.89,0,0,4,"4"
"1/23/2014 15:00",212,211.6382599,-14,3,1014,"cv",1.78,0,0,4,"4"
"1/23/2014 16:00",235,234.0643463,-14,3,1013,"cv",2.67,0,0,4,"4"
"1/23/2014 17:00",225,224.3790588,-14,1,1013,"NE",0.89,0,0,4,"4"
"1/23/2014 18:00",272,271.9386292,-12,-1,1014,"cv",0.89,0,0,4,"4"
"1/23/2014 19:00",287,286.5183716,-12,-4,1015,"cv",1.78,0,0,4,"4"
"1/23/2014 20:00",305,304.9756165,-11,-3,1015,"NW",0.89,0,0,4,"4"
"1/23/2014 21:00",257,256.9507751,-12,-5,1015,"NE",1.79,0,0,4,"4"
"1/23/2014 22:00",295,294.7166748,-11,-4,1015,"NW",0.89,0,0,4,"4"
"1/23/2014 23:00",263,262.6512451,-11,-3,1016,"NW",2.68,0,0,4,"4"
"1/24/2014 0:00",300,299.0997009,-11,-3,1015,"NW",4.47,0,0,4,"4"
"1/24/2014 1:00",266,265.631134,-12,-3,1016,"NW",6.26,0,0,4,"4"
"1/24/2014 2:00",281,280.6693726,-11,-3,1015,"NW",8.05,0,0,4,"4"
"1/24/2014 3:00",282,281.646698,-11,-3,1014,"NW",11.18,0,0,4,"4"
"1/24/2014 4:00",247,246.7051849,-12,-2,1015,"NW",12.97,0,0,4,"4"
"1/24/2014 5:00",243,242.1301727,-12,-3,1014,"NW",16.99,0,0,4,"4"
"1/24/2014 6:00",218,217.5640717,-12,-3,1014,"NW",21.91,0,0,4,"4"
"1/24/2014 7:00",181,180.4875488,-12,-3,1016,"cv",0.89,0,0,4,"4"
"1/24/2014 8:00",220,219.9966278,-12,-3,1016,"cv",1.78,0,0,4,"4"
"1/24/2014 9:00",186,185.6068268,-12,-1,1017,"NW",1.79,0,0,4,"4"
"1/24/2014 10:00",205,204.2683258,-13,1,1017,"NW",3.58,0,0,4,"4"
"1/24/2014 11:00",173,172.9431915,-16,4,1019,"NW",6.71,0,0,4,"4"
"1/24/2014 12:00",164,163.5600128,-15,5,1018,"NW",11.63,0,0,4,"4"
"1/24/2014 13:00",150,149.9416809,-16,7,1017,"NW",15.65,0,0,3,"3"
"1/24/2014 14:00",79,78.73574829,-21,10,1016,"NE",4.92,0,0,3,"3"
"1/24/2014 15:00",68,67.78205109,-22,10,1017,"NE",8.94,0,0,2,"2"
"1/24/2014 16:00",36,35.48867035,-23,10,1017,"NE",13.86,0,0,2,"2"
"1/24/2014 17:00",10,9.134643555,-24,9,1018,"NE",17.88,0,0,1,"1"
